user_id,review_id,,votes.cool,business_id,votes.funny,stars,date,votes.useful
s_sAdwMW2aimtkrJyi0UCw,Ke9TwuxXOmkexliK5yaM3A,,8,McikHxxEqZ2X0joaRNKlaw,5,3,2015-09-29,12
NHQSPdbpYr2Y0_zaoiS6Kw,Ke3khP1_x9tER4Y6PhHmng,,0,McikHxxEqZ2X0joaRNKlaw,0,5,2015-10-22,0
Q3fFv_ft17OyV-NRF1iQxw,V3q3zTFIIiCs8Va6c4bSXQ,,0,eznh0XjVtv924K-KYx_ilQ,0,2,2012-10-20,0
pnIi4DGnSBrBfE6IMqx-UA,YULxh71qYNw55apHC90Pbw,,2,usSROUMiAgPcxV3Ym0OxMQ,2,5,2009-05-10,5
_vwy7eTm8V5yHw_QxhVDBA,6-rHoGIQn1okWogYCwuSMA,,2,ZL6DNzyenFm9Kpz6uADlNg,0,4,2012-01-24,4
tQjvFcsbpUre8zRRpK7zMw,D2TbMYYvINKTmz_qt0Ms2Q,,0,YMEtEsUDQKOYJOcE5Fx3gQ,0,2,2013-10-05,0
es9l0E8GJT4eWyCTSU4C2A,#NAME?,,1,YMEtEsUDQKOYJOcE5Fx3gQ,1,5,2015-10-28,2
_7Lg8iTWpFc0O7PEA8FmbQ,3RkTeB0rdHi3al2X6gZG8g,,0,YMEtEsUDQKOYJOcE5Fx3gQ,0,3,2015-11-10,0
aOvl2gC5FChlag8YNfUFcg,9gkN5pP-07rfehvH31JG6w,,0,riqqVx-LssGUErBeQisKng,0,5,2010-02-10,0
_vS9qNQvx8wVUOIkj4qfAg,G97w8xZrzkACk1WYcku1kw,,0,wfCLz9-aeShbPB7CaTY-qQ,0,3,2010-08-05,3
4bv6vMepFUDbmga5p6k8Yw,-7PdrKBhHQ_ZSMjMWixkwQ,,0,wfCLz9-aeShbPB7CaTY-qQ,0,5,2015-10-27,0
CSnoMljca4d2gcXsFlUQOA,9Yo7c_eI3ti6ae35nkHqjw,,0,2SwC8wqpZC4B9iFVTgYT9A,0,5,2009-11-15,0
